0.866864 0.971052 0.986979
0.850359 0.967853 0.981299
0.847811 0.967357 0.986732
0.840966 0.966022 0.975279
0.842961 0.966412 0.967673
0.860529 0.969827 0.976088
0.863521 0.970406 0.971785
0.879871 0.973556 0.978643
0.884045 0.974356 0.978299
0.879614 0.973506 0.983324
0.913203 0.979907 0.982842
0.942200 0.985355 0.988566
0.952389 0.987253 0.986555
0.960736 0.988801 0.996119
0.978029 0.991989 0.999096
0.976400 0.991689 0.999808
0.977939 0.991972 0.990476
0.974448 0.991331 0.992739
0.990284 0.994233 0.998584
0.997745 0.995593 1.000000
0.998965 0.995815 0.997396
1.000000 0.996003 0.996030
0.992664 0.994667 0.995214
0.990674 0.994304 0.980392
0.998099 0.995657 0.983306
0.987534 0.993730 0.985684
0.980004 0.992351 0.981168
0.970215 0.990551 0.986774
0.977535 0.991898 0.988305
0.964379 0.989475 0.996265
0.946603 0.986177 0.991809
0.952854 0.987339 0.981816
0.935759 0.984151 0.980693
0.931055 0.983270 0.983733
0.917603 0.980738 0.982755
0.915610 0.980362 0.988970
0.903296 0.978029 0.978408
0.899617 0.977330 0.984816
0.886572 0.974840 0.982757
0.883430 0.974239 0.980518
0.876946 0.972994 0.979257
0.866560 0.970993 0.973965
0.865135 0.970718 0.975194
0.852234 0.968218 0.972609
0.852273 0.968225 0.969814
0.845889 0.966983 0.974476
0.850986 0.967975 0.966163
0.848190 0.967431 0.959706
0.837645 0.965373 0.959464
0.827371 0.963359 0.959764
0.835533 0.964960 0.959688
0.843430 0.966503 0.962843
0.877037 0.973011 0.958767
0.902671 0.977910 0.962711
0.896453 0.976727 0.963617
0.922330 0.981630 0.980431
0.936140 0.984223 0.980208
0.942854 0.985478 0.984196
0.973999 0.991248 0.983293
0.971436 0.990776 0.985151
0.978227 0.992025 0.991909
0.973273 0.991114 0.990814
0.962645 0.989154 0.970836
0.954558 0.987656 0.995673
0.945372 0.985947 0.976293
0.939273 0.984809 0.984810
0.933050 0.983644 0.989632
0.923916 0.981928 0.992073
0.912928 0.979855 0.972800
0.913206 0.979908 0.983607
0.901243 0.977639 0.987269
0.890527 0.975597 0.977831
0.884141 0.974375 0.984186
0.879150 0.973417 0.975474
0.879957 0.973572 0.970265
0.855475 0.968847 0.969008
0.864559 0.970606 0.969562
0.851609 0.968096 0.966045
0.845426 0.966892 0.970781
0.840038 0.965841 0.960243
0.835175 0.964890 0.977872
0.838200 0.965482 0.966903
0.831188 0.964108 0.963207
0.838901 0.965619 0.967949
0.857204 0.969182 0.963530
0.867944 0.971260 0.969665
0.870953 0.971840 0.967980
0.891124 0.975711 0.967285
0.888022 0.975118 0.958740
0.883714 0.974293 0.967395
0.884520 0.974447 0.966451
0.875924 0.972797 0.976527
0.878835 0.973357 0.963339
0.870775 0.971806 0.963011
0.863405 0.970383 0.969739
0.850100 0.967803 0.966153
0.840661 0.965963 0.964192
0.838542 0.965549 0.966550
0.834097 0.964679 0.971642
0.825726 0.963036 0.956189
