0 137.111416 134.898703
1 136.322261 134.454365
2 137.076978 134.385494
3 135.486042 134.200053
4 134.429384 134.254148
5 135.598327 134.728554
6 135.000552 134.808979
7 135.953258 135.246605
8 135.905561 135.357809
9 136.603656 135.239738
10 136.536607 136.128923
11 137.331878 136.885796
12 137.052392 137.149401
13 138.381095 137.364431
14 138.794662 137.807305
15 138.893514 137.765730
16 137.597207 137.805008
17 137.911466 137.715884
18 138.723546 138.119028
19 138.920229 138.307956
20 138.558452 138.338785
21 138.368728 138.364927
22 138.255363 138.179372
23 136.196330 138.128915
24 136.601063 138.316894
25 136.931426 138.049239
26 136.304118 137.857662
27 137.082875 137.607629
28 137.295552 137.794702
29 138.401349 137.458025
30 137.782352 136.999871
31 136.394132 137.161390
32 136.238089 136.718542
33 136.660449 136.596063
34 136.524529 136.244414
35 137.387978 136.192123
36 135.920633 135.868054
37 136.810852 135.770878
38 136.524879 135.425023
39 136.213737 135.341437
40 136.038675 135.168541
41 135.303394 134.890552
42 135.474118 134.852311
43 135.115110 134.504997
44 134.726766 134.506048
45 135.374379 134.333476
46 134.219562 134.471293
47 133.322634 134.395720
48 133.288937 134.109880
49 133.330629 133.830077
50 133.320096 134.052461
51 133.758358 134.266854
52 133.192180 135.170974
53 133.740071 135.851546
54 133.865938 135.687195
55 136.201666 136.368225
56 136.170749 136.728453
57 136.724782 136.902764
58 136.599320 137.704403
59 136.857400 137.638868
60 137.796241 137.812360
61 137.644118 137.685847
62 134.868780 137.413480
63 138.319095 137.205354
64 135.626890 136.968006
65 136.810047 136.809841
66 137.479969 136.648052
67 137.819055 136.409723
68 135.141550 136.121706
69 136.642927 136.129013
70 137.151575 135.813838
71 135.840570 135.530111
72 136.723283 135.360365
73 135.513094 135.227355
74 134.789425 135.248878
75 134.614762 134.592447
76 134.691755 134.836840
77 134.203191 134.488129
78 134.861137 134.320925
79 133.397149 134.174867
80 135.846209 134.042718
81 134.322441 134.124939
82 133.808896 133.934170
83 134.467708 134.143992
84 133.853852 134.639032
85 134.706139 134.927663
86 134.472003 135.008303
87 134.375402 135.545957
88 133.188373 135.463578
89 134.390789 135.348984
90 134.259656 135.370452
91 135.659328 135.141250
92 133.827246 135.218972
93 133.781771 135.003517
94 134.716322 134.805852
95 134.218210 134.447369
96 133.945729 134.191755
97 134.273380 134.134238
98 134.980760 134.013399
99 132.833942 133.785167
