0 -2.212713
1 -1.867897
2 -2.691484
3 -1.285989
4 -0.175235
5 -0.869774
6 -0.191573
7 -0.706653
8 -0.547752
9 -1.363918
10 -0.407684
11 -0.446083
12 0.097010
13 -1.016665
14 -0.987357
15 -1.127784
16 0.207801
17 -0.195582
18 -0.604519
19 -0.612273
20 -0.219667
21 -0.003801
22 -0.075991
23 1.932584
24 1.715831
25 1.117813
26 1.553544
27 0.524754
28 0.499150
29 -0.943324
30 -0.782481
31 0.767258
32 0.480453
33 -0.064386
34 -0.280116
35 -1.195855
36 -0.052579
37 -1.039974
38 -1.099856
39 -0.872300
40 -0.870134
41 -0.412842
42 -0.621807
43 -0.610113
44 -0.220717
45 -1.040902
46 0.251731
47 1.073086
48 0.820943
49 0.499448
50 0.732365
51 0.508496
52 1.978794
53 2.111475
54 1.821256
55 0.166559
56 0.557704
57 0.177982
58 1.105082
59 0.781467
60 0.016119
61 0.041729
62 2.544700
63 -1.113741
64 1.341116
65 -0.000206
66 -0.831916
67 -1.409332
68 0.980156
69 -0.513915
70 -1.337738
71 -0.310459
72 -1.362918
73 -0.285739
74 0.459454
75 -0.022315
76 0.145085
77 0.284938
78 -0.540212
79 0.777718
80 -1.803491
81 -0.197502
82 0.125275
83 -0.323716
84 0.785180
85 0.221524
86 0.536299
87 1.170555
88 2.275205
89 0.958195
90 1.110796
91 -0.518078
92 1.391727
93 1.221746
94 0.089530
95 0.229159
96 0.246027
97 -0.139142
98 -0.967361
99 0.951225
